Steps,Policy/Entropy,Environment/Lesson/PathFinding,Environment/Episode Length,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Is Training
51480000,0.8818865,15.0,406.6986301369863,0.05055093,0.28429696,0.4046666444175773,0.4046666444175773,1.1028363502636138,0.0025328621,0.38890025,0.00014560632,0.14853543,0.0048586885,0.015027467,0.023713041,1.0
51510000,0.895537,15.0,408.8378378378378,0.029106384,0.31836182,0.2968341861116259,0.2968341861116259,1.315844395295962,0.0059938924,0.37532103,0.00014551658,0.1485055,0.0048557003,0.013954849,0.0130543765,1.0
51540000,0.994,15.0,478.6181818181818,0.009415445,0.45097765,0.2661859428412036,0.2661859428412036,4.232139910718328,0.38276225,0.37084377,0.00014542673,0.14847556,0.004852708,0.07833807,0.0071609714,1.0
51570000,0.9058968,15.0,441.1818181818182,0.074127324,0.33943608,0.29069207843981293,0.29069207843981293,1.524119407649299,0.0022305222,0.3722148,0.00014533543,0.14844513,0.004849668,0.01276275,0.007524469,1.0
51600000,0.8391952,15.0,357.96590909090907,0.12795052,0.27498314,0.46632357343529046,0.46632357343529046,1.0346433825285979,0.0023013519,0.39816278,0.00014524622,0.14841539,0.0048466967,0.012442016,0.006375938,1.0
51630000,0.8205165,15.0,320.86315789473684,0.14264345,0.25728145,0.5269266477061643,0.5269266477061643,0.847560363361198,0.0023787743,0.39724973,0.00014515694,0.14838563,0.004843724,0.011603915,0.0047080466,1.0
51660000,0.8871306,15.0,342.1604938271605,0.08630783,0.27047238,0.4912024511967176,0.4912024511967176,0.9334263081524383,0.0021709579,0.4110325,0.00014506644,0.14835545,0.00484071,0.013998206,0.010583913,1.0
51690000,0.91065514,15.0,413.3015873015873,0.085292816,0.29218176,0.32334459171845364,0.32334459171845364,1.1981579200651211,0.0018268607,0.38107464,0.00014497676,0.14832556,0.0048377244,0.012426143,0.00640787,1.0
51720000,0.8323832,15.0,356.5192307692308,0.13367897,0.2990641,0.4402921372915016,0.4402921372915016,1.0347732939693493,0.0024803835,0.384818,0.00014488593,0.14829528,0.004834699,0.015295406,0.027620995,1.0
51750000,0.8554657,15.0,331.90909090909093,0.14742276,0.30340016,0.5525388072518741,0.5525388072518741,0.9133886049515294,0.002080262,0.3723119,0.00014479601,0.1482653,0.004831705,0.011766047,0.0060995347,1.0
51780000,0.83204216,15.0,303.22340425531917,0.12752254,0.2881238,0.5012591637823046,0.5012591637823046,0.8835568313334822,0.0022824577,0.37752944,0.00014470685,0.14823557,0.004828736,0.013471928,0.01480259,1.0
51810000,0.78552943,15.0,306.0353982300885,0.16636036,0.28659037,0.5220290727913379,0.5220290727913379,0.8497570302982984,0.0024403,0.40109652,0.00014461615,0.14820537,0.0048257164,0.011743137,0.0060047284,1.0
51840000,0.810889,15.0,254.0612244897959,0.15298268,0.2711438,0.679046449411397,0.679046449411397,0.6716174571821937,0.0021224057,0.4062519,0.0001445248,0.14817493,0.0048226737,0.012587528,0.011694229,1.0
51870000,0.9132838,15.0,350.85526315789474,0.11747787,0.23313844,0.4378394539418973,0.4378394539418973,0.8663063121585812,0.0016460014,0.40836674,0.0001444334,0.14814445,0.0048196297,0.010750423,0.003981889,1.0
51900000,0.8274455,15.0,401.2886597938144,0.13045649,0.22220251,0.31447080910826725,0.31447080910826725,0.915756871807389,0.0020334625,0.39815024,0.00014434275,0.14811423,0.004816611,0.0108295595,0.0053871283,1.0
51930000,0.8073204,15.0,288.1855670103093,0.18585463,0.28129104,0.628129879454362,0.628129879454362,0.7674039754507699,0.0026598228,0.409071,0.00014425392,0.14808461,0.0048136534,0.014194012,0.014368102,1.0
51960000,0.8020619,15.0,294.1489361702128,0.19843258,0.26180154,0.5727624817130467,0.5727624817130467,0.7795570320425517,0.0023197029,0.39221644,0.0001441657,0.14805521,0.004810716,0.011946904,0.009066775,1.0
51990000,0.7869553,15.0,305.47,0.18897416,0.23944111,0.5296639786660671,0.5296639786660671,0.7920935381553136,0.0021790217,0.39832217,0.00014407339,0.14802445,0.004807642,0.011455365,0.0070089377,1.0
52020000,0.73174566,15.0,251.07692307692307,0.1815238,0.23418999,0.6381110961620624,0.6381110961620624,0.5992089966192651,0.002513863,0.3860365,0.00014398278,0.14799424,0.004804624,0.011912743,0.012118965,1.0
52050000,0.77580684,15.0,256.26666666666665,0.2349563,0.24795686,0.663314269119952,0.663314269119952,0.5956121528748141,0.0026074802,0.39045247,0.00014389445,0.1479648,0.004801683,0.011981652,0.012431942,1.0
52080000,0.8492816,15.0,299.14606741573033,0.16465671,0.25845098,0.5211139559265106,0.5211139559265106,0.8521821390016264,0.002404992,0.3772346,0.00014380712,0.14793569,0.004798775,0.012381537,0.012003551,1.0
52110000,0.9075967,15.0,388.5308641975309,0.09439251,0.30386224,0.43997629437791674,0.43997629437791674,1.0527603527114384,0.0019487279,0.39745903,0.00014371528,0.14790507,0.0047957166,0.0141869355,0.017513135,1.0
52140000,0.8094523,15.0,274.26724137931035,0.17782737,0.27604857,0.5480118463983981,0.5480118463983981,0.8851195599378671,0.0025479384,0.39994475,0.00014362202,0.14787398,0.0047926116,0.012002629,0.0073088063,1.0
52170000,0.85438097,15.0,318.81111111111113,0.11995197,0.30779445,0.5408565052177595,0.5408565052177595,0.875877877747964,0.0030643803,0.4226805,0.00014353383,0.14784458,0.004789674,0.014739624,0.022244403,1.0
52200000,0.83641016,15.0,278.75,0.12739943,0.3055329,0.5738056418749521,0.5738056418749521,0.8672237205670549,0.0026850153,0.40535825,0.00014344459,0.14781485,0.0047867033,0.011154636,0.0041675963,1.0
52230000,0.8741045,15.0,281.42857142857144,0.12681945,0.27715975,0.5731823337720889,0.5731823337720889,0.7003917964175344,0.0025658233,0.38984093,0.00014335562,0.14778517,0.00478374,0.012986974,0.018445887,1.0
52260000,0.863322,15.0,309.7809523809524,0.09738966,0.26102507,0.5300524084313402,0.5300524084313402,0.7703590297854497,0.0026787522,0.4307641,0.00014326647,0.14775546,0.0047807707,0.010774235,0.006336802,1.0
52290000,0.7988388,15.0,238.8503937007874,0.1807233,0.25314403,0.6603251870085554,0.6603251870085554,0.5902246515615843,0.0026067286,0.39760605,0.00014317724,0.14772572,0.0047778003,0.012326995,0.008283322,1.0
52320000,0.84307677,15.0,299.45544554455444,0.16223612,0.26328456,0.5930224120895439,0.5930224120895439,0.7554037261332133,0.0026070904,0.41655555,0.00014308738,0.14769578,0.004774808,0.011482658,0.00464338,1.0
52350000,0.819427,15.0,302.4019607843137,0.11155536,0.2293835,0.5922577131501178,0.5922577131501178,0.6450235934582415,0.0025208255,0.42896816,0.00014299675,0.14766555,0.004771789,0.010776783,0.006411373,1.0
52380000,0.75927025,15.0,226.25833333333333,0.1929428,0.23997559,0.6540227483321981,0.6540227483321981,0.5867506616817015,0.0026937034,0.41601124,0.00014290612,0.14763536,0.0047687725,0.012697483,0.011690783,1.0
52410000,0.85858476,15.0,331.20652173913044,0.121487886,0.28397056,0.5366087690159514,0.5366087690159514,0.8923123452465745,0.0021732212,0.4097949,0.00014281514,0.14760502,0.0047657425,0.012900656,0.0071225683,1.0
52440000,0.83239347,15.0,330.752688172043,0.13769165,0.33623928,0.4925845952315645,0.4925845952315645,0.8728770031235539,0.007816416,0.3967619,0.00014272389,0.1475746,0.0047627026,0.013314236,0.0047370116,1.0
52470000,0.7709648,15.0,264.05737704918033,0.16914709,0.45049778,0.584266108490767,0.584266108490767,3.3054009106520925,0.6897768,0.39602536,0.00014263543,0.14754514,0.0047597582,0.1314349,0.111223124,1.0
52500000,0.85417485,15.0,265.6145833333333,0.15055117,0.36639106,0.6063814273814565,0.6063814273814565,0.9617177014762401,0.0022913434,0.40578344,0.00014254436,0.14751475,0.004756725,0.0142835695,0.0142894285,1.0
52530000,0.97048575,15.0,409.2676056338028,0.08697918,0.30211022,0.36158871105019474,0.36158871105019474,1.1346500178562924,0.0019474112,0.3562029,0.00014245229,0.14748408,0.0047536595,0.012566843,0.006871409,1.0
52560000,0.94846964,15.0,366.48837209302326,0.080388606,0.29335985,0.3647471036034069,0.3647471036034069,1.144214705430271,0.0021174566,0.37892026,0.00014236325,0.1474544,0.0047506937,0.013820537,0.013317674,1.0
52590000,0.9816474,15.0,326.65822784810126,0.08478707,0.2629511,0.4927605050370881,0.4927605050370881,0.8395527920465132,0.0023222878,0.36962402,0.00014227463,0.14742488,0.004747742,0.011838864,0.0069357413,1.0
52620000,0.9545329,15.0,407.26190476190476,0.06791366,0.25976083,0.3496252641766921,0.3496252641766921,1.0847144101320862,0.0019789573,0.38435906,0.0001421857,0.14739522,0.004744782,0.012732772,0.008549841,1.0
52650000,0.9485599,15.0,369.5,0.08280844,0.2997872,0.43481816148216074,0.43481816148216074,1.0740630186295934,0.009363383,0.35951325,0.00014209452,0.14736481,0.0047417455,0.017065246,0.026847241,1.0
52680000,0.91947126,15.0,379.775,0.08452276,0.34148914,0.4101382471896984,0.4101382471896984,1.399095964330582,0.0034930299,0.38909715,0.00014200204,0.147334,0.004738665,0.014099932,0.013311551,1.0
52710000,0.91651416,15.0,337.45569620253167,0.10773047,0.27976102,0.47596248080953957,0.47596248080953957,0.9749497816781514,0.0022798905,0.364148,0.00014191402,0.14730464,0.004735735,0.012069076,0.0041875495,1.0
52740000,0.88418865,15.0,357.8723404255319,0.11412313,0.28808305,0.4567437288351357,0.4567437288351357,1.0301339797927842,0.0029396357,0.38792196,0.00014182547,0.14727512,0.0047327857,0.013976468,0.009157518,1.0
52770000,0.96710443,15.0,338.4024390243902,0.09225326,0.27846485,0.48264100335729426,0.48264100335729426,0.898488749958909,0.002088145,0.3688577,0.00014173742,0.1472458,0.0047298535,0.011415152,0.0049697184,1.0
52800000,0.88256234,15.0,359.9438202247191,0.06499321,0.2586717,0.42929770560427144,0.42929770560427144,0.9485753156371753,0.002390153,0.41014904,0.00014164494,0.14721498,0.0047267745,0.0127589,0.010159976,1.0
52830000,0.839749,15.0,284.7319587628866,0.1349098,0.2836097,0.5859861205710043,0.5859861205710043,0.8094700559925306,0.0030133252,0.3918856,0.00014155541,0.14718512,0.004723793,0.0125568975,0.0108535895,1.0
52860000,0.8152814,15.0,298.23762376237624,0.14027733,0.2580486,0.5918653273198864,0.5918653273198864,0.7650126391528451,0.002602423,0.3995519,0.00014146762,0.14715587,0.00472087,0.011240535,0.007195778,1.0
52890000,0.7583953,15.0,297.3448275862069,0.13303407,0.23891677,0.5585930245726005,0.5585930245726005,0.6600783073900105,0.0028427078,0.41675708,0.00014137474,0.14712489,0.004717776,0.010365611,0.004031329,1.0
52920000,0.80732524,15.0,246.58333333333334,0.13729958,0.2654085,0.6501009176685432,0.6501009176685432,0.6172874242406791,0.0031902953,0.4287863,0.0001412852,0.14709505,0.0047147945,0.013650489,0.014207878,1.0
52950000,0.8402557,15.0,306.3939393939394,0.13323312,0.26894894,0.5310679799318314,0.5310679799318314,0.846066045134794,0.00241225,0.40024,0.00014119626,0.1470654,0.004711833,0.01186045,0.008205047,1.0
52980000,0.8357391,15.0,278.56,0.14791009,0.33012038,0.5825939810276032,0.5825939810276032,0.8520200145244599,0.008849492,0.4175867,0.00014110708,0.14703569,0.004708864,0.015992844,0.02330254,1.0
53010000,0.8156208,15.0,309.4684684684685,0.19851594,0.28916678,0.5385026823024492,0.5385026823024492,0.827512973486362,0.0024318162,0.3976116,0.00014101547,0.14700513,0.004705813,0.011809335,0.0074715614,1.0
53040000,0.8485235,15.0,274.3181818181818,0.17280245,0.26216394,0.615243657053202,0.615243657053202,0.7189406637616199,0.0016058696,0.41007522,0.00014092738,0.14697579,0.0047028796,0.011738398,0.0080095455,1.0
53070000,0.7868286,15.0,328.5221238938053,0.18688384,0.24869835,0.5028849358843491,0.5028849358843491,0.7847796758200017,0.0023069605,0.3805537,0.00014083752,0.14694582,0.004699887,0.011865267,0.0056378706,1.0
53100000,0.720633,15.0,205.65116279069767,0.25184324,0.2898917,0.7208216890346172,0.7208216890346172,0.5369083913180313,0.0026897003,0.40709394,0.00014074505,0.14691499,0.0046968083,0.012141657,0.012411635,1.0
53130000,0.77359515,15.0,270.1714285714286,0.16238947,0.29160315,0.6069383004279895,0.6069383004279895,0.7391240581321731,0.0026654901,0.39954346,0.0001406544,0.14688477,0.0046937894,0.012886749,0.011355062,1.0
53160000,0.87066716,15.0,314.67045454545456,0.12329906,0.2619891,0.5284606524732676,0.5284606524732676,0.8101595878036002,0.0025523657,0.41563553,0.00014056618,0.14685537,0.0046908516,0.012118378,0.0077770613,1.0
53190000,0.93748116,15.0,430.84507042253523,0.07132065,0.29797384,0.2530686342671736,0.2530686342671736,1.4052312288523665,0.002024529,0.37775606,0.0001404752,0.14682505,0.004687822,0.013502566,0.009513626,1.0
53220000,0.89831513,15.0,340.9247311827957,0.08296966,0.2618029,0.4955118060592682,0.4955118060592682,0.8793682074074143,0.002537155,0.40783617,0.00014038388,0.1467946,0.004684781,0.011670276,0.0041660615,1.0
53250000,0.91444325,15.0,330.6666666666667,0.09144349,0.33835107,0.471951000392437,0.471951000392437,1.0856528360852782,0.0030207904,0.4093324,0.00014029525,0.14676507,0.00468183,0.016631223,0.04211732,1.0
53280000,0.92661995,15.0,329.4942528735632,0.09426887,0.2987836,0.49458835377942684,0.49458835377942684,0.9967044775460868,0.0019124104,0.379369,0.00014020575,0.14673524,0.0046788496,0.012430844,0.013249495,1.0
53310000,0.8648924,15.0,292.22727272727275,0.14182928,0.28608686,0.5543102620639534,0.5543102620639534,0.8388019069723532,0.0028020486,0.4078465,0.00014011399,0.14670464,0.004675794,0.0131041845,0.00954371,1.0
53340000,0.8806015,15.0,321.03409090909093,0.11592633,0.25792983,0.5289066487716304,0.5289066487716304,0.8170118317939341,0.0023457515,0.37889957,0.00014002513,0.14667502,0.004672835,0.011582398,0.0064516882,1.0
53370000,0.81777763,15.0,266.3333333333333,0.18850753,0.2637448,0.6278526137926077,0.6278526137926077,0.6824325984915751,0.0025487274,0.41016108,0.00013993708,0.14664567,0.0046699033,0.012256737,0.00789936,1.0
53400000,0.8672997,15.0,328.3804347826087,0.1640536,0.280735,0.537556304328743,0.537556304328743,0.9524690634838637,0.0025837158,0.40361136,0.0001398439,0.1466146,0.004666799,0.014501856,0.01322353,1.0
53430000,0.9136957,15.0,323.14666666666665,0.13889922,0.2846127,0.48650387897119896,0.48650387897119896,0.9456665758829709,0.0021882309,0.39838058,0.00013975288,0.14658426,0.0046637687,0.011590063,0.005901042,1.0
53460000,0.87322265,15.0,387.5531914893617,0.14098175,0.25178257,0.37879164214245975,0.37879164214245975,0.9939587572201466,0.0022652836,0.3937929,0.00013966476,0.14655492,0.0046608346,0.0125787845,0.008364112,1.0
53490000,0.91519535,15.0,358.05405405405406,0.09669228,0.23419634,0.4522133101026217,0.4522133101026217,0.8926711104996502,0.0020481036,0.36175874,0.0001395769,0.14652562,0.0046579097,0.01106522,0.0038750255,1.0
53520000,0.79566866,15.0,306.60185185185185,0.12208493,0.24045353,0.47070093346493586,0.47070093346493586,0.8046060088489737,0.0024974714,0.38778585,0.00013948632,0.14649542,0.004654892,0.013162762,0.015359654,1.0
53550000,0.8121927,15.0,303.0408163265306,0.17972356,0.33539528,0.584149454141918,0.584149454141918,0.9559403352733505,0.0028468545,0.38050675,0.00013939335,0.14646444,0.0046517975,0.015427456,0.016596746,1.0
53580000,0.7302842,15.0,265.69465648854964,0.24996397,0.28100783,0.5892328185154431,0.5892328185154431,0.7625799416349384,0.0023665763,0.42239052,0.0001393039,0.14643459,0.0046488172,0.010656468,0.004696224,1.0
53610000,0.7471655,15.0,206.39837398373984,0.22643179,0.2580749,0.7702741812794439,0.7702741812794439,0.4458706589441957,0.0025513116,0.42435306,0.00013921555,0.14640515,0.004645876,0.01110855,0.004947473,1.0
