Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Policy/Epsilon,Policy/Beta,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
600000,0.0026328694,0.4949815,2.9851495e-07,0.065795094,0.0002824176,0.19413921,0.009414506,4999.0,0.14554546107749708,0.14554546107749708,1.0
630000,0.002983483,0.5026901,4.7515746e-07,0.067370445,0.0002815392,0.1938464,0.009385254,None,0.20300000894349068,0.20300000894349068,1.0
660000,0.002084003,0.7312288,2.2621819e-07,0.0701766,0.0002806637,0.19355457,0.009356101,4999.0,0.13809091485613448,0.13809091485613448,1.0
690000,0.0032484937,0.56516343,4.850653e-07,0.068165645,0.0002797392,0.1932464,0.009325315,None,0.1530000022612512,0.1530000022612512,1.0
720000,0.0026886968,0.5026454,3.625636e-07,0.07015689,0.0002788176,0.1929392,0.009294625,4999.0,0.1672727329423651,0.1672727329423651,1.0
750000,0.0043883603,0.4140749,4.9717914e-07,0.068844825,0.00027793922,0.1926464,0.009265374,None,0.15100000542588532,0.15100000542588532,1.0
780000,0.0035132614,0.28149295,2.6944295e-07,0.0735178,0.0002770637,0.19235456,0.009236219,4999.0,0.16863637017509478,0.16863637017509478,1.0
810000,0.004708836,0.35163286,5.1880096e-07,0.07108171,0.00027613918,0.19204639,0.009205435,None,0.04700000095181167,0.04700000095181167,1.0
840000,0.003644663,0.5129849,3.265808e-07,0.06737067,0.0002752176,0.1917392,0.009174746,4999.0,0.17836364314214073,0.17836364314214073,1.0
870000,0.0035525407,0.6236303,3.9435287e-07,0.067614354,0.00027433923,0.19144641,0.009145495,None,0.1990000072401017,0.1990000072401017,1.0
900000,0.0029565364,0.414636,3.152007e-07,0.069627054,0.0002734637,0.19115455,0.0091163395,4999.0,0.1549090973778882,0.1549090973778882,1.0
930000,0.0056979526,0.37495908,4.282093e-07,0.06968441,0.00027253924,0.19084641,0.009085556,None,0.1890000068815425,0.1890000068815425,1.0
960000,0.0035623861,0.55768186,2.7584554e-07,0.072797455,0.0002716176,0.19053921,0.009054866,4999.0,0.2105454626196826,0.2105454626196826,1.0
990000,0.004095209,0.38990584,4.577795e-07,0.06967009,0.00027073923,0.1902464,0.009025615,None,0.2250000083586201,0.2250000083586201,1.0
1020000,0.004872317,0.35601196,4.3283688e-07,0.07072534,0.0002698637,0.18995455,0.00899646,4999.0,0.20500000777908348,0.20500000777908348,1.0
1050000,0.005368442,0.54411983,4.568679e-07,0.069477305,0.00026893924,0.1896464,0.008965676,None,0.2630000135395676,0.2630000135395676,1.0
1080000,0.0037667395,0.42590603,3.0636903e-07,0.07020323,0.00026801764,0.18933919,0.008934986,4999.0,0.18627273340032183,0.18627273340032183,1.0
1110000,0.005391192,0.35165727,4.464948e-07,0.07059872,0.00026713923,0.1890464,0.008905735,None,0.20100000756792724,0.20100000756792724,1.0
1140000,0.0030350045,0.33050925,2.3693406e-07,0.0676844,0.0002662637,0.18875456,0.00887658,4999.0,0.18018182354386558,0.18018182354386558,1.0
1170000,0.0037775964,0.24843009,5.3357235e-07,0.06905558,0.00026533921,0.1884464,0.008845795,None,0.18300000799354166,0.18300000799354166,1.0
1200000,0.003715632,0.52535766,3.1572688e-07,0.07175223,0.0002644176,0.1881392,0.008815106,4999.0,0.19636364417700944,0.19636364417700944,1.0
1230000,0.004637126,0.37098846,5.028584e-07,0.067135245,0.00026353923,0.18784639,0.008785855,None,0.23300001118332148,0.23300001118332148,1.0
1260000,0.0042742603,0.3348184,5.125074e-07,0.0718877,0.00026266373,0.18755457,0.0087567,4999.0,0.22372728126885538,0.22372728126885538,1.0
1290000,0.005316546,0.26861343,5.417886e-07,0.07130323,0.00026173922,0.18724641,0.008725916,None,0.23300000932067633,0.23300000932067633,1.0
1320000,0.0038973573,0.45088485,3.5299135e-07,0.064811446,0.00026081764,0.18693921,0.008695225,4999.0,0.21654546258717097,0.21654546258717097,1.0
1350000,0.0039182333,0.6761281,4.6798655e-07,0.065859,0.00025993923,0.1866464,0.008665975,None,0.2560000093653798,0.2560000093653798,1.0
1380000,0.004673666,0.39266598,4.6154895e-07,0.071609795,0.00025906373,0.18635455,0.00863682,4999.0,0.2000000083988363,0.2000000083988363,1.0
1410000,0.0053657996,0.31629524,4.7411785e-07,0.06958541,0.00025813922,0.18604639,0.008606034,None,0.16800000867806375,0.16800000867806375,1.0
1440000,0.004680728,0.3554121,4.0187155e-07,0.06804195,0.00025721765,0.1857392,0.008575345,4999.0,0.23918182631446558,0.23918182631446558,1.0
1470000,0.005067116,0.49698696,4.921783e-07,0.06724919,0.0002563392,0.1854464,0.008546095,None,0.264000007417053,0.264000007417053,1.0
1500000,0.0055368813,0.48019952,4.107414e-07,0.068822965,0.0002554637,0.18515456,0.00851694,4999.0,0.2299090980403972,0.2299090980403972,1.0
1530000,0.0060113417,0.30525303,5.0567394e-07,0.06591831,0.00025453922,0.1848464,0.008486155,None,0.2010000073350966,0.2010000073350966,1.0
1560000,0.0041353954,0.26071402,3.2520174e-07,0.06768261,0.00025361762,0.1845392,0.008455466,4999.0,0.19681818844665858,0.19681818844665858,1.0
1590000,0.0053497762,0.38049164,4.138183e-07,0.0702509,0.0002527392,0.18424639,0.008426215,None,0.25400001008529216,0.25400001008529216,1.0
1620000,0.0028720845,0.65301955,1.9607596e-07,0.06789674,0.0002518637,0.18395457,0.00839706,4999.0,0.1820909158665348,0.1820909158665348,1.0
1650000,0.0038509562,0.58272713,4.299912e-07,0.07039825,0.0002509392,0.1836464,0.008366275,None,0.2580000089947134,0.2580000089947134,1.0
1680000,0.0039415406,0.32343432,4.3785207e-07,0.06753429,0.00025001762,0.18333921,0.008335586,4999.0,0.19181818826208738,0.19181818826208738,1.0
1710000,0.0050358926,0.40733078,4.420555e-07,0.06935556,0.00024913924,0.1830464,0.008306336,None,0.20600000908598304,0.20600000908598304,1.0
1740000,0.0035510964,0.39475018,2.444423e-07,0.0691465,0.00024826368,0.18275455,0.008277181,4999.0,0.19700000568462367,0.19700000568462367,1.0
1770000,0.0045176176,0.34655276,4.5431398e-07,0.06776874,0.00024733922,0.18244639,0.008246395,None,0.20500000368338078,0.20500000368338078,1.0
1800000,0.004934686,0.24151495,4.6587655e-07,0.070068434,0.00024641762,0.18213919,0.008215706,4999.0,0.2622727362058041,0.2622727362058041,1.0
